id,value
331,508.0
332,737.0
333,504.0
334,451.0
335,304.0
336,156.0
337,206.0
338,260.0
339,356.0
340,257.0
341,905.0
342,340.0
343,235.0
344,94.0
345,79.0
346,69.0
347,78.0
348,98.0
349,158.0
350,161.0
351,239.0
352,567.0
353,566.0
354,470.0
355,427.0
356,710.0
357,243.0
358,385.0
359,246.0
360,241.0
361,171.0
362,234.0
363,168.0
364,259.0
365,458.0
366,763.0
367,76.0
368,52.0
369,55.0
370,55.0
371,54.0
372,63.0
373,99.0
374,151.0
375,223.0
376,690.0
377,820.0
378,894.0
379,533.0
380,601.0
381,491.0
382,381.0
383,64.0
384,402.0
385,39.0
386,29.0
387,35.0
388,83.0
389,123.0
390,205.0
391,202.0
392,101.0
393,119.0
394,71.0
395,63.0
396,56.0
397,104.0
398,386.0
399,599.0
400,622.0
401,445.0
402,388.0
403,592.0
404,905.0
405,462.0
406,369.0
407,188.0
408,117.0
409,107.0
410,121.0
411,115.0
412,167.0
413,442.0
414,633.0
415,152.0
416,96.0
417,70.0
418,58.0
419,55.0
420,66.0
421,63.0
422,83.0
423,199.0
424,141.0
425,64.0
426,53.0
427,47.0
428,38.0
429,33.0
430,44.0
431,44.0
432,69.0
433,46.0
434,74.0
435,64.0
436,77.0
437,55.0
438,42.0
439,39.0
440,37.0
441,39.0
442,43.0
443,44.0
444,57.0
445,162.0
446,90.0
447,98.0
448,393.0
449,303.0
450,258.0
451,216.0
452,227.0
453,193.0
454,174.0
455,153.0
456,196.0
457,379.0
458,382.0
459,336.0
460,487.0
461,445.0
462,313.0
463,191.0
464,101.0
465,34.0
466,46.0
467,37.0
468,53.0
469,64.0
470,46.0
471,40.0
472,37.0
473,47.0
474,57.0
475,36.0
476,23.0
477,20.0
478,28.0
479,34.0
480,114.0
481,337.0
482,464.0
483,224.0
484,66.0
485,22.0
486,41.0
487,29.0
488,37.0
489,33.0
490,44.0
491,56.0
492,129.0
493,75.0
494,97.0
495,139.0
496,203.0
497,222.0
498,220.0
499,248.0
500,995.0
501,995.0
502,995.0
503,995.0
504,995.0
505,995.0
506,995.0
507,995.0
508,995.0
509,169.0
510,73.0
511,54.0
512,41.0
513,35.0
514,105.0
515,150.0
516,437.0
517,995.0
518,995.0
519,472.0
520,789.0
521,670.0
522,492.0
523,995.0
524,327.0
525,268.0
526,252.0
527,312.0
528,995.0
529,995.0
530,995.0
531,369.0
532,168.0
533,92.0
534,84.0
535,103.0
536,110.0
537,115.0
538,148.0
539,248.0
540,995.0
541,995.0
542,995.0
543,926.0
544,995.0
545,995.0
546,964.0
547,734.0
548,214.0
549,192.0
550,220.0
551,231.0
552,156.0
553,104.0
554,995.0
555,301.0
556,161.0
557,91.0
558,89.0
559,156.0
560,183.0
561,122.0
562,69.0
563,72.0
564,112.0
565,89.0
566,422.0
567,623.0
568,385.0
569,258.0
570,717.0
571,219.0
572,363.0
573,140.0
574,213.0
575,460.0
576,629.0
577,754.0
578,289.0
579,266.0
580,174.0
581,72.0
582,47.0
583,63.0
584,55.0
585,58.0
586,70.0
587,82.0
588,518.0
589,698.0
590,464.0
591,615.0
592,842.0
593,518.0
594,567.0
595,700.0
596,156.0
597,209.0
598,308.0
599,529.0
600,565.0
601,322.0
602,676.0
603,995.0
604,104.0
605,89.0
606,106.0
607,-999.0
608,154.0
609,172.0
610,210.0
611,358.0
612,205.0
613,258.0
614,274.0
615,305.0
616,274.0
617,338.0
618,218.0
619,342.0
620,327.0
621,278.0
622,248.0
623,188.0
624,283.0
625,224.0
626,995.0
627,364.0
628,232.0
629,227.0
630,-999.0
631,434.0
632,321.0
633,227.0
634,196.0
635,995.0
636,995.0
637,995.0
638,995.0
639,995.0
640,995.0
641,995.0
642,995.0
643,995.0
644,995.0
645,995.0
646,297.0
647,266.0
648,426.0
649,995.0
650,995.0
651,995.0
652,176.0
653,56.0
654,43.0
655,66.0
656,46.0
657,54.0
658,77.0
659,59.0
660,114.0
661,184.0
662,129.0
663,107.0
664,134.0
665,85.0
666,91.0
667,55.0
668,-999.0
669,-999.0
670,-999.0
671,-999.0
672,-999.0
673,995.0
674,995.0
675,995.0
676,995.0
677,91.0
678,60.0
679,46.0
680,45.0
681,40.0
682,45.0
683,69.0
684,157.0
685,193.0
686,995.0
687,995.0
688,493.0
689,373.0
690,499.0
691,411.0
692,422.0
693,209.0
694,230.0
695,255.0
696,995.0
697,372.0
698,995.0
699,995.0
700,995.0
701,279.0
702,133.0
703,110.0
704,271.0
705,180.0
706,175.0
707,397.0
708,252.0
709,268.0
710,407.0
711,321.0
712,207.0
713,189.0
714,191.0
715,65.0
716,31.0
717,25.0
718,26.0
719,29.0
720,55.0
721,58.0
722,59.0
723,51.0
724,78.0
725,101.0
726,62.0
727,27.0
728,25.0
729,34.0
730,36.0
731,96.0
732,78.0
733,120.0
734,123.0
735,229.0
736,163.0
737,252.0
738,253.0
739,299.0
740,995.0
741,369.0
742,80.0
743,73.0
744,63.0
745,43.0
746,80.0
747,83.0
748,58.0
749,37.0
750,19.0
751,36.0
752,41.0
753,38.0
754,52.0
755,51.0
756,72.0
757,58.0
758,71.0
759,57.0
760,70.0
761,47.0
762,81.0
763,78.0
764,91.0
765,98.0
766,96.0
767,290.0
768,321.0
769,995.0
770,344.0
771,995.0
772,995.0
773,82.0
774,45.0
775,38.0
776,42.0
777,32.0
778,51.0
779,153.0
780,378.0
781,375.0
782,275.0
783,298.0
784,314.0
785,281.0
786,315.0
787,229.0
788,195.0
789,194.0
790,249.0
791,196.0
792,298.0
793,995.0
794,995.0
795,995.0
796,233.0
797,41.0
798,61.0
799,56.0
800,57.0
801,70.0
802,96.0
803,104.0
804,85.0
805,96.0
806,995.0
807,995.0
808,995.0
809,995.0
810,995.0
811,397.0
812,293.0
813,303.0
814,236.0
815,277.0
816,995.0
817,995.0
818,995.0
819,995.0
820,350.0
821,254.0
822,184.0
823,305.0
824,109.0
825,35.0
826,27.0
827,83.0
828,96.0
829,130.0
830,97.0
831,137.0
832,286.0
833,995.0
834,995.0
835,995.0
836,197.0
837,64.0
838,65.0
839,57.0
840,94.0
841,75.0
842,98.0
843,40.0
844,31.0
845,24.0
846,24.0
847,25.0
848,25.0
849,26.0
850,32.0
851,42.0
852,36.0
853,29.0
854,39.0
855,-999.0
856,58.0
857,44.0
858,40.0
859,38.0
860,39.0
861,32.0
862,25.0
863,22.0
864,32.0
865,31.0
866,34.0
867,30.0
868,27.0
869,25.0
870,22.0
871,19.0
872,22.0
873,23.0
874,26.0
875,36.0
876,39.0
877,44.0
878,79.0
879,94.0
880,107.0
881,87.0
882,69.0
883,52.0
884,53.0
885,28.0
886,73.0
887,40.0
888,41.0
889,126.0
890,73.0
891,75.0
892,93.0
893,105.0
894,65.0
895,66.0
896,56.0
897,36.0
898,47.0
899,64.0
900,53.0
901,190.0
902,215.0
903,995.0
904,995.0
905,995.0
906,368.0
907,267.0
908,281.0
909,265.0
910,258.0
911,364.0
912,173.0
913,254.0
914,280.0
915,324.0
916,248.0
917,222.0
918,198.0
919,207.0
920,190.0
921,159.0
922,150.0
923,175.0
924,995.0
925,995.0
926,995.0
927,995.0
928,995.0
929,995.0
930,995.0
931,995.0
932,349.0
933,277.0
934,333.0
935,326.0
936,131.0
937,194.0
938,191.0
939,218.0
940,226.0
941,200.0
942,120.0
943,79.0
944,73.0
945,85.0
946,95.0
947,115.0
948,139.0
949,367.0
950,419.0
951,326.0
952,288.0
953,239.0
954,995.0
955,995.0
956,995.0
957,995.0
958,274.0
959,88.0
960,73.0
961,65.0
962,98.0
963,125.0
964,57.0
965,49.0
966,38.0
967,31.0
968,29.0
969,31.0
970,30.0
971,48.0
972,131.0
973,285.0
974,295.0
975,251.0
976,255.0
977,237.0
978,995.0
979,321.0
980,437.0
981,307.0
982,257.0
983,354.0
984,359.0
985,995.0
986,995.0
987,995.0
988,374.0
989,224.0
990,147.0
991,-999.0
992,29.0
993,30.0
994,53.0
995,103.0
996,121.0
997,995.0
998,227.0
999,235.0
1000,254.0
1001,220.0
1002,308.0
1003,290.0
1004,995.0
1005,335.0
1006,225.0
1007,226.0
1008,305.0
1009,995.0
1010,995.0
1011,995.0
1012,995.0
1013,281.0
1014,207.0
1015,251.0
1016,218.0
1017,104.0
1018,54.0
1019,101.0
1020,298.0
1021,290.0
1022,234.0
1023,248.0
1024,258.0
1025,300.0
1026,377.0
1027,264.0
1028,269.0
1029,226.0
1030,284.0
1031,258.0
1032,995.0
1033,-999.0
1034,-999.0
1035,258.0
1036,-999.0
1037,292.0
1038,166.0
1039,83.0
1040,62.0
1041,62.0
1042,67.0
1043,67.0
1044,77.0
1045,86.0
1046,82.0
1047,109.0
1048,173.0
1049,995.0
1050,995.0
1051,-999.0
1052,99.0
1053,362.0
1054,340.0
1055,995.0
1056,995.0
1057,995.0
1058,995.0
1059,132.0
1060,61.0
1061,51.0
1062,48.0
1063,38.0
1064,34.0
1065,35.0
1066,68.0
1067,43.0
1068,91.0
1069,80.0
1070,108.0
1071,995.0
1072,995.0
1073,995.0
1074,995.0
1075,343.0
1076,163.0
1077,995.0
1078,153.0
1079,71.0
1080,312.0
1081,291.0
1082,995.0
1083,995.0
1084,203.0
1085,45.0
1086,50.0
1087,46.0
1088,37.0
1089,34.0
1090,63.0
1091,66.0
1092,96.0
1093,82.0
1094,995.0
1095,995.0
1096,995.0
1097,995.0
1098,369.0
1099,443.0
1100,995.0
1101,399.0
1102,426.0
1103,332.0
1104,392.0
1105,995.0
1106,995.0
1107,995.0
1108,89.0
1109,69.0
1110,71.0
1111,78.0
1112,78.0
1113,67.0
1114,78.0
1115,138.0
1116,404.0
1117,995.0
1118,995.0
1119,995.0
1120,995.0
1121,995.0
1122,995.0
1123,995.0
1124,995.0
1125,237.0
1126,309.0
1127,135.0
1128,383.0
1129,150.0
1130,213.0
1131,275.0
1132,136.0
1133,114.0
1134,98.0
1135,178.0
1136,111.0
1137,92.0
1138,103.0
1139,130.0
1140,164.0
1141,393.0
1142,995.0
1143,995.0
1144,995.0
1145,995.0
1146,292.0
1147,217.0
1148,179.0
1149,262.0
1150,302.0
1151,201.0
1152,-999.0
1153,300.0
1154,208.0
1155,995.0
1156,995.0
1157,247.0
1158,194.0
1159,138.0
1160,81.0
1161,61.0
1162,50.0
1163,52.0
1164,64.0
1165,84.0
1166,74.0
1167,242.0
1168,995.0
1169,995.0
1170,995.0
1171,995.0
1172,995.0
1173,92.0
1174,54.0
1175,56.0
1176,57.0
1177,314.0
1178,325.0
1179,-999.0
1180,-999.0
1181,-999.0
1182,-999.0
1183,30.0
1184,24.0
1185,46.0
1186,39.0
1187,46.0
1188,65.0
1189,251.0
1190,155.0
1191,-999.0
1192,-999.0
1193,-999.0
1194,-999.0
1195,142.0
1196,123.0
1197,-999.0
1198,-999.0
1199,-999.0
1200,-999.0
1201,-999.0
1202,-999.0
1203,198.0
1204,72.0
1205,43.0
1206,27.0
1207,27.0
1208,22.0
1209,24.0
1210,24.0
1211,98.0
1212,335.0
1213,351.0
1214,289.0
1215,264.0
1216,405.0
1217,381.0
1218,995.0
1219,416.0
1220,376.0
1221,401.0
1222,280.0
1223,354.0
1224,357.0
1225,995.0
1226,363.0
1227,301.0
1228,153.0
1229,124.0
1230,147.0
1231,200.0
1232,96.0
1233,72.0
1234,55.0
1235,67.0
1236,138.0
1237,333.0
1238,396.0
1239,354.0
1240,320.0
1241,231.0
1242,238.0
1243,217.0
1244,204.0
1245,164.0
1246,127.0
1247,281.0
1248,374.0
1249,441.0
1250,402.0
1251,995.0
1252,369.0
1253,292.0
1254,84.0
1255,51.0
1256,40.0
1257,37.0
1258,39.0
1259,183.0
1260,995.0
1261,378.0
1262,493.0
1263,269.0
1264,995.0
1265,995.0
1266,995.0
1267,995.0
1268,364.0
1269,303.0
1270,247.0
1271,186.0
1272,387.0
1273,995.0
1274,995.0
1275,377.0
1276,391.0
1277,285.0
1278,80.0
1279,51.0
1280,47.0
1281,60.0
1282,93.0
1283,92.0
1284,257.0
1285,244.0
1286,282.0
1287,262.0
1288,382.0
1289,402.0
1290,475.0
1291,490.0
1292,281.0
1293,349.0
1294,307.0
1295,324.0
1296,490.0
1297,995.0
1298,995.0
1299,346.0
1300,49.0
1301,38.0
1302,47.0
1303,51.0
1304,57.0
1305,59.0
1306,50.0
1307,80.0
1308,127.0
1309,123.0
1310,225.0
1311,245.0
1312,303.0
1313,513.0
1314,433.0
1315,504.0
1316,376.0
1317,270.0
1318,347.0
1319,186.0
1320,260.0
1321,477.0
1322,100.0
1323,170.0
1324,52.0
1325,42.0
1326,42.0
1327,40.0
1328,37.0
1329,44.0
1330,54.0
1331,72.0
1332,109.0
1333,122.0
1334,366.0
1335,50.0
1336,346.0
1337,49.0
1338,319.0
1339,513.0
1340,256.0
1341,30.0
1342,27.0
1343,27.0
1344,995.0
1345,32.0
1346,64.0
1347,42.0
1348,23.0
1349,18.0
1350,16.0
1351,19.0
1352,20.0
1353,18.0
1354,23.0
1355,25.0
1356,26.0
1357,29.0
1358,28.0
1359,25.0
1360,25.0
1361,29.0
1362,38.0
1363,19.0
1364,20.0
1365,17.0
1366,24.0
1367,22.0
1368,28.0
1369,45.0
1370,53.0
1371,48.0
1372,21.0
1373,22.0
1374,17.0
1375,17.0
1376,19.0
1377,23.0
1378,26.0
1379,55.0
1380,61.0
1381,168.0
1382,148.0
1383,222.0
1384,216.0
1385,208.0
1386,175.0
1387,128.0
1388,109.0
1389,97.0
1390,103.0
1391,91.0
1392,120.0
1393,217.0
1394,354.0
1395,52.0
1396,72.0
1397,54.0
1398,37.0
1399,25.0
1400,21.0
1401,22.0
1402,26.0
1403,44.0
1404,60.0
1405,118.0
1406,125.0
1407,83.0
1408,73.0
1409,79.0
1410,34.0
1411,42.0
1412,37.0
1413,39.0
1414,46.0
1415,24.0
1416,28.0
1417,40.0
1418,52.0
1419,61.0
1420,56.0
1421,39.0
1422,31.0
1423,18.0
1424,17.0
1425,19.0
1426,34.0
1427,46.0
1428,91.0
1429,49.0
1430,45.0
1431,44.0
1432,211.0
1433,175.0
1434,176.0
1435,67.0
1436,29.0
1437,25.0
1438,31.0
1439,30.0
1440,25.0
1441,27.0
1442,42.0
1443,35.0
1444,38.0
1445,23.0
1446,18.0
1447,15.0
1448,14.0
1449,17.0
1450,17.0
1451,30.0
1452,39.0
1453,39.0
1454,31.0
1455,26.0
1456,56.0
1457,254.0
1458,995.0
1459,319.0
1460,249.0
1461,186.0
1462,136.0
1463,129.0
1464,133.0
1465,270.0
1466,995.0
1467,178.0
1468,212.0
1469,162.0
1470,63.0
1471,26.0
1472,21.0
1473,24.0
1474,49.0
1475,103.0
1476,214.0
1477,277.0
1478,229.0
1479,228.0
1480,301.0
1481,205.0
1482,215.0
1483,142.0
1484,158.0
1485,90.0
1486,59.0
1487,78.0
1488,194.0
1489,-999.0
1490,-999.0
1491,-999.0
1492,-999.0
1493,51.0
1494,26.0
1495,21.0
1496,20.0
1497,16.0
1498,22.0
1499,36.0
1500,56.0
1501,49.0
1502,296.0
1503,160.0
1504,139.0
1505,158.0
1506,153.0
1507,135.0
1508,107.0
1509,79.0
1510,119.0
1511,110.0
1512,253.0
1513,341.0
1514,312.0
1515,179.0
1516,150.0
1517,158.0
1518,22.0
1519,19.0
1520,22.0
1521,22.0
1522,29.0
1523,43.0
1524,60.0
1525,185.0
1526,170.0
1527,253.0
1528,164.0
1529,169.0
1530,139.0
1531,184.0
1532,195.0
1533,142.0
1534,103.0
1535,159.0
1536,176.0
1537,353.0
1538,69.0
1539,46.0
1540,32.0
1541,26.0
1542,29.0
1543,27.0
1544,24.0
1545,25.0
1546,32.0
1547,52.0
1548,55.0
1549,32.0
1550,26.0
1551,63.0
1552,114.0
1553,159.0
1554,105.0
1555,76.0
1556,62.0
1557,57.0
1558,49.0
1559,56.0
1560,76.0
1561,236.0
1562,282.0
1563,227.0
1564,131.0
1565,98.0
1566,98.0
1567,106.0
1568,72.0
1569,63.0
1570,54.0
1571,71.0
1572,209.0
1573,171.0
1574,183.0
1575,137.0
1576,180.0
1577,381.0
1578,291.0
1579,243.0
1580,180.0
1581,-999.0
1582,-999.0
1583,53.0
1584,120.0
1585,82.0
1586,104.0
1587,64.0
1588,43.0
1589,36.0
1590,23.0
1591,27.0
1592,27.0
1593,26.0
1594,34.0
1595,31.0
1596,30.0
1597,33.0
1598,27.0
1599,33.0
1600,43.0
1601,33.0
1602,96.0
1603,58.0
1604,42.0
1605,104.0
1606,210.0
1607,261.0
1608,138.0
1609,80.0
1610,94.0
1611,41.0
1612,22.0
1613,23.0
1614,26.0
1615,24.0
1616,23.0
1617,25.0
1618,30.0
1619,49.0
1620,52.0
1621,263.0
1622,188.0
1623,181.0
1624,177.0
1625,151.0
1626,110.0
1627,90.0
1628,80.0
1629,57.0
1630,80.0
1631,88.0
1632,269.0
1633,311.0
1634,995.0
1635,204.0
1636,122.0
1637,114.0
1638,78.0
1639,59.0
1640,51.0
1641,36.0
1642,36.0
1643,36.0
1644,34.0
1645,51.0
1646,192.0
1647,227.0
1648,204.0
1649,177.0
1650,127.0
1651,80.0
1652,88.0
1653,70.0
1654,90.0
1655,128.0
1656,213.0
1657,-999.0
1658,-999.0
1659,-999.0
1660,-999.0
1661,-999.0
1662,-999.0
1663,28.0
1664,-999.0
1665,-999.0
1666,24.0
1667,30.0
1668,36.0
1669,130.0
1670,96.0
1671,323.0
1672,180.0
1673,147.0
1674,141.0
1675,125.0
1676,156.0
1677,68.0
1678,-999.0
1679,-999.0
1680,-999.0
1681,-999.0
1682,-999.0
1683,-999.0
1684,-999.0
1685,37.0
1686,32.0
1687,21.0
1688,20.0
1689,20.0
1690,30.0
1691,-999.0
1692,-999.0
1693,-999.0
1694,183.0
1695,188.0
1696,206.0
1697,232.0
1698,323.0
1699,113.0
1700,272.0
1701,188.0
1702,258.0
1703,244.0
1704,152.0
1705,108.0
1706,94.0
1707,23.0
1708,21.0
1709,19.0
1710,17.0
1711,17.0
1712,16.0
1713,20.0
1714,26.0
1715,41.0
1716,122.0
1717,239.0
1718,147.0
1719,164.0
1720,155.0
1721,230.0
1722,183.0
1723,-999.0
1724,-999.0
1725,205.0
1726,168.0
1727,187.0
1728,250.0
1729,384.0
1730,242.0
1731,183.0
1732,18.0
1733,19.0
1734,18.0
1735,20.0
1736,19.0
1737,17.0
1738,29.0
1739,31.0
1740,50.0
1741,50.0
1742,44.0
1743,82.0
1744,149.0
1745,200.0
1746,301.0
1747,327.0
1748,363.0
1749,168.0
1750,93.0
1751,58.0
1752,78.0
1753,144.0
1754,346.0
1755,184.0
1756,47.0
1757,35.0
1758,34.0
1759,33.0
1760,36.0
1761,44.0
1762,49.0
1763,70.0
1764,78.0
1765,229.0
1766,244.0
1767,254.0
1768,301.0
1769,330.0
1770,329.0
1771,249.0
1772,247.0
1773,197.0
1774,106.0
1775,129.0
1776,197.0
1777,298.0
1778,135.0
1779,141.0
1780,81.0
1781,54.0
1782,35.0
1783,30.0
1784,23.0
1785,27.0
1786,23.0
1787,32.0
1788,37.0
1789,76.0
1790,152.0
1791,182.0
1792,145.0
1793,151.0
1794,131.0
1795,100.0
1796,51.0
1797,47.0
1798,37.0
1799,57.0
1800,93.0
1801,247.0
1802,317.0
1803,119.0
1804,90.0
1805,27.0
1806,27.0
1807,23.0
1808,20.0
1809,20.0
1810,20.0
1811,32.0
1812,46.0
1813,195.0
1814,82.0
1815,45.0
1816,58.0
1817,88.0
1818,69.0
1819,58.0
1820,58.0
1821,54.0
1822,62.0
1823,87.0
1824,127.0
1825,250.0
1826,219.0
1827,32.0
1828,34.0
1829,28.0
1830,32.0
1831,37.0
1832,40.0
1833,30.0
1834,27.0
1835,30.0
1836,45.0
1837,143.0
1838,182.0
1839,176.0
1840,143.0
1841,139.0
1842,146.0
1843,142.0
1844,104.0
1845,87.0
1846,77.0
1847,83.0
1848,134.0
1849,220.0
1850,75.0
1851,25.0
1852,27.0
1853,21.0
1854,22.0
1855,18.0
1856,17.0
1857,23.0
1858,25.0
1859,995.0
1860,37.0
1861,21.0
1862,21.0
1863,22.0
1864,24.0
1865,21.0
1866,31.0
1867,27.0
1868,20.0
1869,17.0
1870,16.0
1871,18.0
1872,21.0
1873,26.0
1874,27.0
1875,28.0
1876,24.0
1877,20.0
1878,22.0
1879,26.0
1880,995.0
1881,14.0
1882,25.0
1883,24.0
1884,30.0
1885,26.0
1886,29.0
1887,995.0
1888,20.0
1889,25.0
1890,23.0
1891,21.0
1892,21.0
1893,25.0
1894,22.0
1895,26.0
1896,76.0
1897,208.0
1898,163.0
1899,48.0
1900,24.0
1901,23.0
1902,22.0
1903,22.0
1904,20.0
1905,19.0
1906,23.0
1907,42.0
1908,50.0
1909,24.0
1910,124.0
1911,103.0
1912,133.0
1913,155.0
1914,153.0
1915,153.0
1916,81.0
1917,59.0
1918,70.0
1919,67.0
1920,96.0
1921,195.0
1922,132.0
1923,55.0
1924,52.0
1925,75.0
1926,25.0
1927,16.0
1928,20.0
1929,28.0
1930,27.0
1931,28.0
1932,40.0
1933,79.0
1934,70.0
1935,48.0
1936,29.0
1937,32.0
1938,25.0
1939,42.0
1940,51.0
1941,37.0
1942,46.0
1943,47.0
1944,144.0
1945,213.0
1946,118.0
1947,61.0
1948,15.0
1949,16.0
1950,18.0
1951,18.0
1952,20.0
1953,22.0
1954,25.0
1955,37.0
1956,45.0
1957,76.0
1958,69.0
1959,117.0
1960,261.0
1961,262.0
1962,204.0
1963,170.0
1964,212.0
1965,243.0
1966,190.0
1967,203.0
1968,191.0
1969,244.0
1970,290.0
1971,79.0
1972,49.0
1973,26.0
1974,18.0
1975,15.0
1976,13.0
1977,16.0
1978,16.0
1979,25.0
1980,47.0
1981,58.0
1982,75.0
1983,75.0
1984,155.0
1985,177.0
1986,222.0
1987,126.0
1988,63.0
1989,65.0
1990,98.0
1991,154.0
1992,41.0
1993,38.0
1994,48.0
1995,23.0
1996,19.0
1997,18.0
1998,16.0
1999,16.0
2000,18.0
2001,18.0
2002,21.0
2003,38.0
2004,64.0
2005,71.0
2006,40.0
2007,62.0
2008,72.0
2009,398.0
2010,324.0
2011,255.0
2012,313.0
2013,143.0
2014,51.0
2015,51.0
2016,41.0
2017,47.0
2018,37.0
2019,45.0
2020,44.0
2021,33.0
2022,26.0
2023,21.0
2024,16.0
2025,15.0
2026,19.0
2027,31.0
2028,48.0
2029,145.0
2030,146.0
2031,123.0
2032,131.0
2033,184.0
2034,136.0
2035,147.0
2036,121.0
2037,-999.0
2038,83.0
2039,139.0
2040,188.0
2041,323.0
2042,254.0
2043,45.0
2044,40.0
2045,32.0
2046,53.0
2047,51.0
2048,32.0
2049,20.0
2050,26.0
2051,37.0
2052,41.0
2053,35.0
2054,50.0
2055,100.0
2056,169.0
2057,-999.0
2058,329.0
2059,444.0
2060,207.0
2061,274.0
2062,114.0
2063,138.0
2064,41.0
2065,188.0
2066,43.0
2067,22.0
2068,25.0
2069,20.0
2070,26.0
2071,16.0
2072,20.0
2073,16.0
2074,20.0
2075,31.0
2076,38.0
2077,41.0
2078,124.0
2079,104.0
2080,102.0
2081,114.0
2082,101.0
2083,73.0
2084,72.0
2085,79.0
2086,84.0
2087,111.0
2088,176.0
2089,310.0
2090,163.0
2091,46.0
2092,36.0
2093,27.0
2094,27.0
2095,29.0
2096,22.0
2097,21.0
2098,19.0
2099,24.0
2100,247.0
2101,122.0
2102,117.0
2103,97.0
2104,116.0
2105,139.0
2106,128.0
2107,84.0
2108,78.0
2109,54.0
2110,76.0
2111,192.0
2112,253.0
2113,115.0
2114,39.0
2115,33.0
2116,39.0
2117,41.0
2118,66.0
2119,36.0
2120,23.0
2121,20.0
2122,19.0
2123,53.0
2124,310.0
2125,124.0
2126,128.0
2127,119.0
2128,131.0
2129,123.0
2130,88.0
2131,94.0
2132,61.0
